11451412,24.7796,122.3117,10.0,2021-08-04T21:50:46.468000Z,5.8
11450897,36.0993,142.1167,10.0,2021-08-03T20:33:32.270000Z,5.8
11448923,-4.9142,-80.6155,33.67,2021-07-30T17:10:19.507000Z,6.2
